SKU,LOC,FECHA,UNI
Art01,LOC_008,2019-05-12,0.0
Art01,LOC_008,2019-05-19,0.0
Art01,LOC_008,2019-05-26,0.0
Art01,LOC_008,2019-06-02,3.0
Art01,LOC_008,2019-06-09,0.0
Art01,LOC_008,2019-06-16,0.0
Art01,LOC_008,2019-06-23,0.0
Art01,LOC_009,2019-04-07,0.0
Art01,LOC_009,2019-04-14,0.0
Art01,LOC_009,2019-04-21,0.0
Art01,LOC_009,2019-04-28,0.0
Art01,LOC_009,2019-05-05,0.0
Art01,LOC_009,2019-05-12,0.0
Art01,LOC_009,2019-05-19,0.0
Art01,LOC_009,2019-05-26,0.0
Art01,LOC_009,2019-06-02,0.0
Art01,LOC_009,2019-06-09,3.0
Art01,LOC_009,2019-06-16,2.0
Art01,LOC_009,2019-06-23,0.0
Art01,LOC_010,2019-04-07,0.0
Art01,LOC_010,2019-04-14,2.0
Art01,LOC_010,2019-04-21,0.0
Art01,LOC_010,2019-04-28,0.0
Art01,LOC_010,2019-05-05,0.0
Art01,LOC_010,2019-05-12,4.0
Art01,LOC_010,2019-05-19,1.0
Art01,LOC_010,2019-05-26,3.0
Art01,LOC_010,2019-06-02,3.0
Art01,LOC_010,2019-06-09,3.0
Art01,LOC_010,2019-06-16,6.0
Art01,LOC_010,2019-06-23,4.0
Art01,LOC_011,2019-04-07,7.0
Art01,LOC_011,2019-04-14,6.0
Art01,LOC_011,2019-04-21,0.0
Art01,LOC_011,2019-04-28,6.0
Art01,LOC_011,2019-05-05,0.0
Art01,LOC_011,2019-05-12,4.0
Art01,LOC_011,2019-05-19,8.0
Art01,LOC_011,2019-05-26,1.0
Art01,LOC_011,2019-06-02,16.0
Art01,LOC_011,2019-06-09,7.0
Art01,LOC_011,2019-06-16,16.0
Art01,LOC_011,2019-06-23,5.0
Art01,LOC_012,2019-04-07,10.0
Art01,LOC_012,2019-04-14,9.0
Art01,LOC_012,2019-04-21,9.0
Art01,LOC_012,2019-04-28,6.0
Art01,LOC_012,2019-05-05,18.0
Art01,LOC_012,2019-05-12,25.0
Art01,LOC_012,2019-05-19,27.0
Art01,LOC_012,2019-05-26,8.0
Art01,LOC_012,2019-06-02,20.0
Art01,LOC_012,2019-06-09,17.0
Art01,LOC_012,2019-06-16,20.0
Art01,LOC_012,2019-06-23,14.0
Art01,LOC_013,2019-04-07,9.0
Art01,LOC_013,2019-04-14,5.0
Art01,LOC_013,2019-04-21,7.0
Art01,LOC_013,2019-04-28,5.0
Art01,LOC_013,2019-05-05,6.0
Art01,LOC_013,2019-05-12,14.0
Art01,LOC_013,2019-05-19,21.0
Art01,LOC_013,2019-05-26,15.0
Art01,LOC_013,2019-06-02,7.0
Art01,LOC_013,2019-06-09,5.0
Art01,LOC_013,2019-06-16,5.0
Art01,LOC_013,2019-06-23,12.0
Art01,LOC_014,2019-04-07,0.0
Art01,LOC_014,2019-04-14,0.0
Art01,LOC_014,2019-04-21,0.0
Art01,LOC_014,2019-04-28,0.0
Art01,LOC_014,2019-05-05,0.0
Art01,LOC_014,2019-05-12,0.0
Art01,LOC_014,2019-05-19,1.0
Art01,LOC_014,2019-05-26,0.0
Art01,LOC_014,2019-06-02,0.0
Art01,LOC_014,2019-06-09,0.0
Art01,LOC_014,2019-06-16,0.0
Art01,LOC_014,2019-06-23,0.0
Art01,LOC_015,2019-04-07,3.0
Art01,LOC_015,2019-04-14,3.0
Art01,LOC_015,2019-04-21,3.0
Art01,LOC_015,2019-04-28,3.0
Art01,LOC_015,2019-05-05,6.0
Art01,LOC_015,2019-05-12,3.0
Art01,LOC_015,2019-05-19,0.0
Art01,LOC_015,2019-05-26,3.0
Art01,LOC_015,2019-06-02,0.0
Art01,LOC_015,2019-06-09,3.0
Art01,LOC_015,2019-06-16,0.0
Art01,LOC_015,2019-06-23,0.0
Art01,LOC_016,2019-04-07,2.0
Art01,LOC_016,2019-04-14,3.0
Art01,LOC_016,2019-04-21,4.0
Art01,LOC_016,2019-04-28,0.0
Art01,LOC_016,2019-05-05,1.0
Art01,LOC_016,2019-05-12,2.0
Art01,LOC_016,2019-05-19,0.0
Art01,LOC_016,2019-05-26,6.0
Art01,LOC_016,2019-06-02,1.0
Art01,LOC_016,2019-06-09,8.0
Art01,LOC_016,2019-06-16,19.0
Art01,LOC_016,2019-06-23,13.0
Art01,LOC_017,2019-04-07,10.0
Art01,LOC_017,2019-04-14,10.0
Art01,LOC_017,2019-04-21,3.0
Art01,LOC_017,2019-04-28,6.0
Art01,LOC_017,2019-05-05,5.0
Art01,LOC_017,2019-05-12,0.0
Art01,LOC_017,2019-05-19,0.0
Art01,LOC_017,2019-05-26,3.0
Art01,LOC_017,2019-06-02,0.0
Art01,LOC_017,2019-06-09,0.0
Art01,LOC_017,2019-06-16,0.0
Art01,LOC_017,2019-06-23,0.0
Art01,LOC_018,2019-04-07,9.0
Art01,LOC_018,2019-04-14,4.0
Art01,LOC_018,2019-04-21,8.0
Art01,LOC_018,2019-04-28,3.0
Art01,LOC_018,2019-05-05,11.0
Art01,LOC_018,2019-05-12,9.0
Art01,LOC_018,2019-05-19,6.0
Art01,LOC_018,2019-05-26,9.0
Art01,LOC_018,2019-06-02,9.0
Art01,LOC_018,2019-06-09,8.0
Art01,LOC_018,2019-06-16,2.0
Art01,LOC_018,2019-06-23,15.0
Art01,LOC_019,2019-04-07,6.0
Art01,LOC_019,2019-04-14,0.0
Art01,LOC_019,2019-04-21,2.0
Art01,LOC_019,2019-04-28,0.0
Art01,LOC_019,2019-05-05,0.0
Art01,LOC_019,2019-05-12,0.0
Art01,LOC_019,2019-05-19,0.0
Art01,LOC_019,2019-05-26,0.0
Art01,LOC_019,2019-06-02,3.0
Art01,LOC_019,2019-06-09,0.0
Art01,LOC_019,2019-06-16,0.0
Art01,LOC_019,2019-06-23,0.0
Art01,LOC_020,2019-04-07,4.0
Art01,LOC_020,2019-04-14,9.0
Art01,LOC_020,2019-04-21,9.0
Art01,LOC_020,2019-04-28,11.0
Art01,LOC_020,2019-05-05,8.0
Art01,LOC_020,2019-05-12,15.0
Art01,LOC_020,2019-05-19,13.0
Art01,LOC_020,2019-05-26,10.0
Art01,LOC_020,2019-06-02,2.0
Art01,LOC_020,2019-06-09,6.0
Art01,LOC_020,2019-06-16,10.0
Art01,LOC_020,2019-06-23,5.0
Art01,LOC_021,2019-04-07,0.0
Art01,LOC_021,2019-04-14,0.0
Art01,LOC_021,2019-04-21,0.0
Art01,LOC_021,2019-04-28,0.0
Art01,LOC_021,2019-05-05,0.0
Art01,LOC_021,2019-05-12,0.0
Art01,LOC_021,2019-05-19,0.0
Art01,LOC_021,2019-05-26,6.0
Art01,LOC_021,2019-06-02,3.0
Art01,LOC_021,2019-06-09,1.0
Art01,LOC_021,2019-06-16,0.0
Art01,LOC_021,2019-06-23,0.0
Art01,LOC_022,2019-04-07,3.0
Art01,LOC_022,2019-04-14,12.0
Art01,LOC_022,2019-04-21,8.0
Art01,LOC_022,2019-04-28,7.0
Art01,LOC_022,2019-05-05,6.0
Art01,LOC_022,2019-05-12,6.0
Art01,LOC_022,2019-05-19,12.0
Art01,LOC_022,2019-05-26,0.0
Art01,LOC_022,2019-06-02,12.0
Art01,LOC_022,2019-06-09,6.0
Art01,LOC_022,2019-06-16,4.0
Art01,LOC_022,2019-06-23,11.0
Art01,LOC_023,2019-04-07,0.0
Art01,LOC_023,2019-04-14,0.0
Art01,LOC_023,2019-04-21,0.0
Art01,LOC_023,2019-04-28,0.0
Art01,LOC_023,2019-05-05,0.0
Art01,LOC_023,2019-05-12,0.0
Art01,LOC_023,2019-05-19,3.0
Art01,LOC_023,2019-05-26,1.0
Art01,LOC_023,2019-06-02,7.0
Art01,LOC_023,2019-06-09,2.0
Art01,LOC_023,2019-06-16,3.0
Art01,LOC_023,2019-06-23,4.0
Art01,LOC_024,2019-04-07,25.0
Art01,LOC_024,2019-04-14,11.0
Art01,LOC_024,2019-04-21,9.0
Art01,LOC_024,2019-04-28,26.0
Art01,LOC_024,2019-05-05,34.0
Art01,LOC_024,2019-05-12,11.0
Art01,LOC_024,2019-05-19,11.0
Art01,LOC_024,2019-05-26,14.0
Art01,LOC_024,2019-06-02,10.0
Art01,LOC_024,2019-06-09,9.0
Art01,LOC_024,2019-06-16,6.0
Art01,LOC_024,2019-06-23,6.0
Art01,LOC_025,2019-04-07,9.0
Art01,LOC_025,2019-04-14,22.0
Art01,LOC_025,2019-04-21,6.0
Art01,LOC_025,2019-04-28,20.0
Art01,LOC_025,2019-05-05,11.0
Art01,LOC_025,2019-05-12,14.0
Art01,LOC_025,2019-05-19,11.0
Art01,LOC_025,2019-05-26,18.0
Art01,LOC_025,2019-06-02,11.0
Art01,LOC_025,2019-06-09,9.0
Art01,LOC_025,2019-06-16,18.0
Art01,LOC_025,2019-06-23,19.0
Art01,LOC_026,2019-04-07,7.0
Art01,LOC_026,2019-04-14,3.0
Art01,LOC_026,2019-04-21,7.0
Art01,LOC_026,2019-04-28,1.0
Art01,LOC_026,2019-05-05,1.0
Art01,LOC_026,2019-05-12,3.0
Art01,LOC_026,2019-05-19,0.0
Art01,LOC_026,2019-05-26,6.0
Art01,LOC_026,2019-06-02,3.0
Art01,LOC_026,2019-06-09,3.0
Art01,LOC_026,2019-06-16,0.0
Art01,LOC_026,2019-06-23,11.0
Art01,LOC_027,2019-04-07,4.0
Art01,LOC_027,2019-04-14,3.0
Art01,LOC_027,2019-04-21,1.0
Art01,LOC_027,2019-04-28,1.0
Art01,LOC_027,2019-05-05,0.0
Art01,LOC_027,2019-05-12,0.0
Art01,LOC_027,2019-05-19,3.0
Art01,LOC_027,2019-05-26,0.0
Art01,LOC_027,2019-06-02,0.0
Art01,LOC_027,2019-06-09,2.0
Art01,LOC_027,2019-06-16,4.0
Art01,LOC_027,2019-06-23,9.0
Art01,LOC_028,2019-04-07,19.0
Art01,LOC_028,2019-04-14,9.0
Art01,LOC_028,2019-04-21,3.0
Art01,LOC_028,2019-04-28,11.0
Art01,LOC_028,2019-05-05,1.0
Art01,LOC_028,2019-05-12,14.0
Art01,LOC_028,2019-05-19,4.0
Art01,LOC_028,2019-05-26,6.0
Art01,LOC_028,2019-06-02,11.0
Art01,LOC_028,2019-06-09,7.0
Art01,LOC_028,2019-06-16,8.0
Art01,LOC_028,2019-06-23,9.0
Art01,LOC_029,2019-04-07,0.0
Art01,LOC_029,2019-04-14,3.0
Art01,LOC_029,2019-04-21,0.0
Art01,LOC_029,2019-04-28,3.0
Art01,LOC_029,2019-05-05,1.0
Art01,LOC_029,2019-05-12,2.0
Art01,LOC_029,2019-05-19,3.0
Art01,LOC_029,2019-05-26,0.0
Art01,LOC_029,2019-06-02,0.0
Art01,LOC_029,2019-06-09,5.0
Art01,LOC_029,2019-06-16,1.0
Art01,LOC_029,2019-06-23,1.0
Art01,LOC_030,2019-04-07,8.0
Art01,LOC_030,2019-04-14,2.0
Art01,LOC_030,2019-04-21,2.0
Art01,LOC_030,2019-04-28,0.0
Art01,LOC_030,2019-05-05,9.0
Art01,LOC_030,2019-05-12,9.0
Art01,LOC_030,2019-05-19,7.0
Art01,LOC_030,2019-05-26,8.0
Art01,LOC_030,2019-06-02,3.0
Art01,LOC_030,2019-06-09,3.0
Art01,LOC_030,2019-06-16,5.0
Art01,LOC_030,2019-06-23,4.0
Art01,LOC_031,2019-04-07,6.0
Art01,LOC_031,2019-04-14,7.0
Art01,LOC_031,2019-04-21,18.0
Art01,LOC_031,2019-04-28,9.0
Art01,LOC_031,2019-05-05,6.0
Art01,LOC_031,2019-05-12,4.0
Art01,LOC_031,2019-05-19,10.0
Art01,LOC_031,2019-05-26,7.0
Art01,LOC_031,2019-06-02,16.0
Art01,LOC_031,2019-06-09,13.0
Art01,LOC_031,2019-06-16,21.0
Art01,LOC_031,2019-06-23,6.0
Art01,LOC_032,2019-04-07,13.0
Art01,LOC_032,2019-04-14,18.0
Art01,LOC_032,2019-04-21,4.0
Art01,LOC_032,2019-04-28,11.0
Art01,LOC_032,2019-05-05,6.0
Art01,LOC_032,2019-05-12,9.0
Art01,LOC_032,2019-05-19,6.0
Art01,LOC_032,2019-05-26,9.0
Art01,LOC_032,2019-06-02,9.0
Art01,LOC_032,2019-06-09,9.0
Art01,LOC_032,2019-06-16,9.0
Art01,LOC_032,2019-06-23,12.0
Art01,LOC_033,2019-04-07,13.0
Art01,LOC_033,2019-04-14,17.0
Art01,LOC_033,2019-04-21,6.0
Art01,LOC_033,2019-04-28,19.0
Art01,LOC_033,2019-05-05,10.0
Art01,LOC_033,2019-05-12,15.0
Art01,LOC_033,2019-05-19,11.0
Art01,LOC_033,2019-05-26,12.0
Art01,LOC_033,2019-06-02,18.0
Art01,LOC_033,2019-06-09,11.0
Art01,LOC_033,2019-06-16,5.0
Art01,LOC_033,2019-06-23,2.0
Art01,LOC_034,2019-04-07,6.0
Art01,LOC_034,2019-04-14,9.0
Art01,LOC_034,2019-04-21,0.0
Art01,LOC_034,2019-04-28,6.0
Art01,LOC_034,2019-05-05,1.0
Art01,LOC_034,2019-05-12,4.0
Art01,LOC_034,2019-05-19,3.0
Art01,LOC_034,2019-05-26,5.0
Art01,LOC_034,2019-06-02,9.0
Art01,LOC_034,2019-06-09,18.0
Art01,LOC_034,2019-06-16,18.0
Art01,LOC_034,2019-06-23,2.0
Art01,LOC_035,2019-04-07,6.0
Art01,LOC_035,2019-04-14,3.0
Art01,LOC_035,2019-04-21,2.0
Art01,LOC_035,2019-04-28,4.0
Art01,LOC_035,2019-05-05,5.0
Art01,LOC_035,2019-05-12,3.0
Art01,LOC_035,2019-05-19,2.0
Art01,LOC_035,2019-05-26,1.0
Art01,LOC_035,2019-06-02,5.0
Art01,LOC_035,2019-06-09,4.0
Art01,LOC_035,2019-06-16,3.0
Art01,LOC_035,2019-06-23,4.0
Art01,LOC_036,2019-04-07,3.0
Art01,LOC_036,2019-04-14,8.0
Art01,LOC_036,2019-04-21,2.0
Art01,LOC_036,2019-04-28,12.0
Art01,LOC_036,2019-05-05,4.0
Art01,LOC_036,2019-05-12,8.0
Art01,LOC_036,2019-05-19,5.0
Art01,LOC_036,2019-05-26,1.0
Art01,LOC_036,2019-06-02,9.0
Art01,LOC_036,2019-06-09,8.0
Art01,LOC_036,2019-06-16,5.0
Art01,LOC_036,2019-06-23,12.0
Art01,LOC_037,2019-04-07,5.0
Art01,LOC_037,2019-04-14,9.0
Art01,LOC_037,2019-04-21,12.0
Art01,LOC_037,2019-04-28,12.0
Art01,LOC_037,2019-05-05,8.0
Art01,LOC_037,2019-05-12,12.0
Art01,LOC_037,2019-05-19,12.0
Art01,LOC_037,2019-05-26,9.0
Art01,LOC_037,2019-06-02,16.0
Art01,LOC_037,2019-06-09,7.0
Art01,LOC_037,2019-06-16,10.0
Art01,LOC_037,2019-06-23,0.0
Art01,LOC_038,2019-04-07,9.0
Art01,LOC_038,2019-04-14,8.0
Art01,LOC_038,2019-04-21,7.0
Art01,LOC_038,2019-04-28,6.0
Art01,LOC_038,2019-05-05,5.0
Art01,LOC_038,2019-05-12,10.0
Art01,LOC_038,2019-05-19,6.0
Art01,LOC_038,2019-05-26,12.0
Art01,LOC_038,2019-06-02,6.0
Art01,LOC_038,2019-06-09,15.0
Art01,LOC_038,2019-06-16,14.0
Art01,LOC_038,2019-06-23,16.0
Art01,LOC_039,2019-04-07,3.0
Art01,LOC_039,2019-04-14,5.0
Art01,LOC_039,2019-04-21,0.0
Art01,LOC_039,2019-04-28,3.0
Art01,LOC_039,2019-05-05,2.0
Art01,LOC_039,2019-05-12,0.0
Art01,LOC_039,2019-05-19,4.0
Art01,LOC_039,2019-05-26,8.0
Art01,LOC_039,2019-06-02,3.0
Art01,LOC_039,2019-06-09,9.0
Art01,LOC_039,2019-06-16,18.0
Art01,LOC_039,2019-06-23,16.0
Art01,LOC_040,2019-04-07,11.0
Art01,LOC_040,2019-04-14,8.0
Art01,LOC_040,2019-04-21,12.0
Art01,LOC_040,2019-04-28,10.0
Art01,LOC_040,2019-05-05,8.0
Art01,LOC_040,2019-05-12,5.0
Art01,LOC_040,2019-05-19,4.0
Art01,LOC_040,2019-05-26,10.0
Art01,LOC_040,2019-06-02,4.0
Art01,LOC_040,2019-06-09,8.0
Art01,LOC_040,2019-06-16,7.0
Art01,LOC_040,2019-06-23,6.0
Art01,LOC_041,2019-04-07,1.0
Art01,LOC_041,2019-04-14,3.0
Art01,LOC_041,2019-04-21,3.0
Art01,LOC_041,2019-04-28,4.0
Art01,LOC_041,2019-05-05,3.0
Art01,LOC_041,2019-05-12,0.0
Art01,LOC_041,2019-05-19,6.0
Art01,LOC_041,2019-05-26,1.0
Art01,LOC_041,2019-06-02,0.0
Art01,LOC_041,2019-06-09,1.0
Art01,LOC_041,2019-06-16,3.0
Art01,LOC_041,2019-06-23,1.0
Art01,LOC_042,2019-04-07,15.0
Art01,LOC_042,2019-04-14,12.0
Art01,LOC_042,2019-04-21,9.0
Art01,LOC_042,2019-04-28,9.0
Art01,LOC_042,2019-05-05,12.0
Art01,LOC_042,2019-05-12,12.0
Art01,LOC_042,2019-05-19,0.0
Art01,LOC_042,2019-05-26,26.0
Art01,LOC_042,2019-06-02,8.0
Art01,LOC_042,2019-06-09,3.0
Art01,LOC_042,2019-06-16,1.0
Art01,LOC_042,2019-06-23,0.0
Art01,LOC_043,2019-04-07,5.0
Art01,LOC_043,2019-04-14,0.0
Art01,LOC_043,2019-04-21,4.0
Art01,LOC_043,2019-04-28,3.0
Art01,LOC_043,2019-05-05,5.0
Art01,LOC_043,2019-05-12,0.0
Art01,LOC_043,2019-05-19,13.0
Art01,LOC_043,2019-05-26,1.0
Art01,LOC_043,2019-06-02,2.0
Art01,LOC_043,2019-06-09,4.0
Art01,LOC_043,2019-06-16,1.0
Art01,LOC_043,2019-06-23,4.0
Art01,LOC_044,2019-04-07,6.0
Art01,LOC_044,2019-04-14,7.0
Art01,LOC_044,2019-04-21,5.0
Art01,LOC_044,2019-04-28,2.0
Art01,LOC_044,2019-05-05,1.0
Art01,LOC_044,2019-05-12,3.0
Art01,LOC_044,2019-05-19,0.0
Art01,LOC_044,2019-05-26,5.0
Art01,LOC_044,2019-06-02,3.0
Art01,LOC_044,2019-06-09,1.0
Art01,LOC_044,2019-06-16,3.0
Art01,LOC_044,2019-06-23,1.0
Art01,LOC_045,2019-04-07,16.0
Art01,LOC_045,2019-04-14,6.0
Art01,LOC_045,2019-04-21,9.0
Art01,LOC_045,2019-04-28,6.0
Art01,LOC_045,2019-05-05,11.0
Art01,LOC_045,2019-05-12,19.0
Art01,LOC_045,2019-05-19,27.0
Art01,LOC_045,2019-05-26,30.0
Art01,LOC_045,2019-06-02,21.0
Art01,LOC_045,2019-06-09,18.0
Art01,LOC_045,2019-06-16,8.0
Art01,LOC_045,2019-06-23,23.0
Art01,LOC_046,2019-04-07,12.0
Art01,LOC_046,2019-04-14,21.0
Art01,LOC_046,2019-04-21,9.0
Art01,LOC_046,2019-04-28,8.0
Art01,LOC_046,2019-05-05,14.0
Art01,LOC_046,2019-05-12,4.0
Art01,LOC_046,2019-05-19,11.0
Art01,LOC_046,2019-05-26,16.0
Art01,LOC_046,2019-06-02,1.0
Art01,LOC_046,2019-06-09,2.0
Art01,LOC_046,2019-06-16,0.0
Art01,LOC_046,2019-06-23,0.0
Art01,LOC_047,2019-04-07,7.0
Art01,LOC_047,2019-04-14,22.0
Art01,LOC_047,2019-04-21,18.0
Art01,LOC_047,2019-04-28,15.0
Art01,LOC_047,2019-05-05,21.0
Art01,LOC_047,2019-05-12,22.0
Art01,LOC_047,2019-05-19,21.0
Art01,LOC_047,2019-05-26,12.0
Art01,LOC_047,2019-06-02,17.0
Art01,LOC_047,2019-06-09,6.0
Art01,LOC_047,2019-06-16,12.0
Art01,LOC_047,2019-06-23,7.0
Art01,LOC_048,2019-04-07,14.0
Art01,LOC_048,2019-04-14,9.0
Art01,LOC_048,2019-04-21,7.0
Art01,LOC_048,2019-04-28,4.0
Art01,LOC_048,2019-05-05,6.0
Art01,LOC_048,2019-05-12,5.0
Art01,LOC_048,2019-05-19,2.0
Art01,LOC_048,2019-05-26,2.0
Art01,LOC_048,2019-06-02,9.0
Art01,LOC_048,2019-06-09,7.0
Art01,LOC_048,2019-06-16,9.0
Art01,LOC_048,2019-06-23,9.0
Art01,LOC_049,2019-04-07,0.0
Art01,LOC_049,2019-04-14,0.0
Art01,LOC_049,2019-04-21,6.0
Art01,LOC_049,2019-04-28,0.0
Art01,LOC_049,2019-05-05,0.0
Art01,LOC_049,2019-05-12,0.0
Art01,LOC_049,2019-05-19,0.0
Art01,LOC_049,2019-05-26,0.0
Art01,LOC_049,2019-06-02,0.0
Art01,LOC_049,2019-06-09,0.0
Art01,LOC_049,2019-06-16,0.0
Art01,LOC_049,2019-06-23,0.0
Art01,LOC_050,2019-04-07,7.0
Art01,LOC_050,2019-04-14,5.0
Art01,LOC_050,2019-04-21,0.0
Art01,LOC_050,2019-04-28,1.0
Art01,LOC_050,2019-05-05,6.0
Art01,LOC_050,2019-05-12,2.0
Art01,LOC_050,2019-05-19,4.0
Art01,LOC_050,2019-05-26,7.0
Art01,LOC_050,2019-06-02,1.0
Art01,LOC_050,2019-06-09,9.0
Art01,LOC_050,2019-06-16,2.0
Art01,LOC_050,2019-06-23,0.0
Art01,LOC_051,2019-04-07,8.0
Art01,LOC_051,2019-04-14,6.0
Art01,LOC_051,2019-04-21,6.0
Art01,LOC_051,2019-04-28,0.0
Art01,LOC_051,2019-05-05,3.0
Art01,LOC_051,2019-05-12,0.0
Art01,LOC_051,2019-05-19,0.0
Art01,LOC_051,2019-05-26,0.0
Art01,LOC_051,2019-06-02,3.0
Art01,LOC_051,2019-06-09,3.0
Art01,LOC_051,2019-06-16,0.0
Art01,LOC_051,2019-06-23,4.0
Art01,LOC_052,2019-04-07,2.0
Art01,LOC_052,2019-04-14,3.0
Art01,LOC_052,2019-04-21,12.0
Art01,LOC_052,2019-04-28,3.0
Art01,LOC_052,2019-05-05,0.0
Art01,LOC_052,2019-05-12,0.0
Art01,LOC_052,2019-05-19,0.0
Art01,LOC_052,2019-05-26,0.0
Art01,LOC_052,2019-06-02,0.0
Art01,LOC_052,2019-06-09,0.0
Art01,LOC_052,2019-06-16,0.0
Art01,LOC_052,2019-06-23,0.0
Art01,LOC_053,2019-04-07,5.0
Art01,LOC_053,2019-04-14,5.0
Art01,LOC_053,2019-04-21,2.0
Art01,LOC_053,2019-04-28,6.0
Art01,LOC_053,2019-05-05,2.0
Art01,LOC_053,2019-05-12,1.0
Art01,LOC_053,2019-05-19,1.0
Art01,LOC_053,2019-05-26,1.0
Art01,LOC_053,2019-06-02,1.0
Art01,LOC_053,2019-06-09,0.0
Art01,LOC_053,2019-06-16,0.0
Art01,LOC_053,2019-06-23,0.0
Art01,LOC_054,2019-04-07,6.0
Art01,LOC_054,2019-04-14,3.0
Art01,LOC_054,2019-04-21,0.0
Art01,LOC_054,2019-04-28,0.0
Art01,LOC_054,2019-05-05,0.0
Art01,LOC_054,2019-05-12,1.0
Art01,LOC_054,2019-05-19,2.0
Art01,LOC_054,2019-05-26,4.0
Art01,LOC_054,2019-06-02,0.0
Art01,LOC_054,2019-06-09,6.0
Art01,LOC_054,2019-06-16,3.0
Art01,LOC_054,2019-06-23,3.0
Art01,LOC_055,2019-04-07,7.0
Art01,LOC_055,2019-04-14,5.0
Art01,LOC_055,2019-04-21,1.0
Art01,LOC_055,2019-04-28,7.0
Art01,LOC_055,2019-05-05,6.0
Art01,LOC_055,2019-05-12,9.0
Art01,LOC_055,2019-05-19,3.0
Art01,LOC_055,2019-05-26,9.0
Art01,LOC_055,2019-06-02,1.0
Art01,LOC_055,2019-06-09,0.0
Art01,LOC_055,2019-06-16,0.0
Art01,LOC_055,2019-06-23,0.0
Art01,LOC_056,2019-04-07,15.0
Art01,LOC_056,2019-04-14,14.0
Art01,LOC_056,2019-04-21,3.0
Art01,LOC_056,2019-04-28,3.0
Art01,LOC_056,2019-05-05,3.0
Art01,LOC_056,2019-05-12,3.0
Art01,LOC_056,2019-05-19,0.0
Art01,LOC_056,2019-05-26,3.0
Art01,LOC_056,2019-06-02,0.0
Art01,LOC_056,2019-06-09,0.0
Art01,LOC_056,2019-06-16,0.0
Art01,LOC_056,2019-06-23,3.0
Art01,LOC_057,2019-04-07,4.0
Art01,LOC_057,2019-04-14,4.0
Art01,LOC_057,2019-04-21,3.0
Art01,LOC_057,2019-04-28,6.0
Art01,LOC_057,2019-05-05,1.0
Art01,LOC_057,2019-05-12,5.0
Art01,LOC_057,2019-05-19,0.0
Art01,LOC_057,2019-05-26,3.0
Art01,LOC_057,2019-06-02,0.0
Art01,LOC_057,2019-06-09,0.0
Art01,LOC_057,2019-06-16,6.0
Art01,LOC_057,2019-06-23,6.0
Art01,LOC_058,2019-04-07,12.0
Art01,LOC_058,2019-04-14,15.0
Art01,LOC_058,2019-04-21,7.0
Art01,LOC_058,2019-04-28,15.0
Art01,LOC_058,2019-05-05,3.0
Art01,LOC_058,2019-05-12,8.0
Art01,LOC_058,2019-05-19,10.0
Art01,LOC_058,2019-05-26,8.0
Art01,LOC_058,2019-06-02,9.0
Art01,LOC_058,2019-06-09,1.0
Art01,LOC_058,2019-06-16,0.0
Art01,LOC_058,2019-06-23,0.0
Art01,LOC_059,2019-04-07,3.0
Art01,LOC_059,2019-04-14,1.0
Art01,LOC_059,2019-04-21,3.0
Art01,LOC_059,2019-04-28,4.0
Art01,LOC_059,2019-05-05,2.0
Art01,LOC_059,2019-05-12,3.0
Art01,LOC_059,2019-05-19,9.0
Art01,LOC_059,2019-05-26,9.0
Art01,LOC_059,2019-06-02,2.0
Art01,LOC_059,2019-06-09,6.0
Art01,LOC_059,2019-06-16,5.0
Art01,LOC_059,2019-06-23,6.0
Art01,LOC_060,2019-04-07,0.0
Art01,LOC_060,2019-04-14,0.0
Art01,LOC_060,2019-04-21,0.0
Art01,LOC_060,2019-04-28,0.0
Art01,LOC_060,2019-05-05,0.0
Art01,LOC_060,2019-05-12,3.0
Art01,LOC_060,2019-05-19,5.0
Art01,LOC_060,2019-05-26,10.0
Art01,LOC_060,2019-06-02,1.0
Art01,LOC_060,2019-06-09,6.0
Art01,LOC_060,2019-06-16,1.0
Art01,LOC_060,2019-06-23,3.0
Art01,LOC_061,2019-04-07,1.0
Art01,LOC_061,2019-04-14,11.0
Art01,LOC_061,2019-04-21,0.0
Art01,LOC_061,2019-04-28,1.0
Art01,LOC_061,2019-05-05,10.0
Art01,LOC_061,2019-05-12,4.0
Art01,LOC_061,2019-05-19,6.0
Art01,LOC_061,2019-05-26,9.0
Art01,LOC_061,2019-06-02,1.0
Art01,LOC_061,2019-06-09,0.0
Art01,LOC_061,2019-06-16,1.0
Art01,LOC_061,2019-06-23,0.0
Art01,LOC_062,2019-04-07,13.0
Art01,LOC_062,2019-04-14,14.0
Art01,LOC_062,2019-04-21,6.0
Art01,LOC_062,2019-04-28,9.0
Art01,LOC_062,2019-05-05,10.0
Art01,LOC_062,2019-05-12,19.0
Art01,LOC_062,2019-05-19,8.0
Art01,LOC_062,2019-05-26,11.0
Art01,LOC_062,2019-06-02,15.0
Art01,LOC_062,2019-06-09,22.0
Art01,LOC_062,2019-06-16,14.0
Art01,LOC_062,2019-06-23,11.0
Art01,LOC_063,2019-04-07,3.0
Art01,LOC_063,2019-04-14,0.0
Art01,LOC_063,2019-04-21,3.0
Art01,LOC_063,2019-04-28,3.0
Art01,LOC_063,2019-05-05,2.0
Art01,LOC_063,2019-05-12,1.0
Art01,LOC_063,2019-05-19,0.0
Art01,LOC_063,2019-05-26,3.0
Art01,LOC_063,2019-06-02,2.0
Art01,LOC_063,2019-06-09,0.0
